"";"empresa";"titulo_reclamacao";"status_reclamacao";"tempo_reclamacao";"minutos";"reclamacao_id"
"248";"Magazine Luiza - Loja Online";"Atraso na entrega, não querem cancelar pedido ";" Resolvido";"Há 13 dias";18720;244
"249";"Magazine Luiza - Loja Online";"não fui reembolsada ";" Resolvido";"Há 13 dias";18720;245
"250";"Magazine Luiza - Loja Online";"enviaram o mesmo produto errado novamente!";" Resolvido";"Há 13 dias";18720;246
"251";"Magazine Luiza - Loja Online";"Micro SD Falso";" Resolvido";"Há 12 dias";17280;247
"252";"Magazine Luiza - Loja Online";"cancelamento por falta de produto no estoque - o produto estava a venda";" Resolvido";"Há 12 dias";17280;248
"253";"Magazine Luiza - Loja Online";"Produto não entregue";" Resolvido";"Há 12 dias";17280;249
"254";"Magazine Luiza - Loja Online";"Pedido cancelado sem resposta";" Resolvido";"Há 12 dias";17280;250
"255";"Magazine Luiza - Loja Online";"CADÊ MEU DINHEIRO?";" Não resolvido";"Há 12 dias";17280;251
"256";"Magazine Luiza - Loja Online";"Atraso na liberação de vale compras";" Resolvido";"Há 13 dias";18720;252
"257";"Magazine Luiza - Loja Online";"Produto devolvido, reembolso não feito.";" Resolvido";"Há 13 dias";18720;253
"258";"Magazine Luiza - Loja Online";"Produto Quebrado ";" Resolvido";"Há 13 dias";18720;254
"259";"Magazine Luiza - Loja Online";"esqueci o email vinculado a minha conta do magazine luiza";" Resolvido";"Há 13 dias";18720;255
"260";"Magazine Luiza - Loja Online";"Não recebi minha comissão, e não responderam minha reclamação com o parceiro magalu";" Não resolvido";"Há 13 dias";18720;256
"261";"Magazine Luiza - Loja Online";"Prazo de entrega é hoje, mas continua &quot;nota fiscal emitida&quot;";" Resolvido";"Há 12 dias";17280;257
"262";"Magazine Luiza - Loja Online";"Bloqueio no site zattini";" Resolvido";"Há 12 dias";17280;258
"263";"Magazine Luiza - Loja Online";"Atraso para retirada";" Resolvido";"Há 12 dias";17280;259
"264";"Magazine Luiza - Loja Online";"Não recebi o produto ";" Não resolvido";"Há 12 dias";17280;260
"265";"Magazine Luiza - Loja Online";"Magazine Luiza: Muito marketing em cima da mulher virtual e pouca agilidade na entrega";" Resolvido";"Há 12 dias";17280;261
"266";"Magazine Luiza - Loja Online";"Enrolação para aprovação do Pedido";" Resolvido";"Há 12 dias";17280;262
"267";"Magazine Luiza - Loja Online";"Sanduicheira derreteu ";" Resolvido";"Há 12 dias";17280;263
"268";"Magazine Luiza - Loja Online";"Retira fácil ,que se tornou difícil ";" Resolvido";"Há 12 dias";17280;264
"269";"Magazine Luiza - Loja Online";"Recebi mensagem no whatsapp de compra que NAO fiz";" Resolvido";"Há 12 dias";17280;265
"270";"Magazine Luiza - Loja Online";"Produto danificado";" Não resolvido";"Há 12 dias";17280;266
"271";"Magazine Luiza - Loja Online";"Pedido para serserser entregue hoje.";" Resolvido";"Há 12 dias";17280;267
"272";"Magazine Luiza - Loja Online";"Aguardando Troca de Mercadoria";" Resolvido";"Há 12 dias";17280;268
"273";"Magazine Luiza - Loja Online";"Status travado em &quot;Sua Nota Fiscal foi emitida&quot;";" Resolvido";"Há 12 dias";17280;269
"274";"Magazine Luiza - Loja Online";"Comprei um produto porém não recebi ";" Resolvido";"Há 12 dias";17280;270
"275";"Magazine Luiza - Loja Online";"Enganado";" Resolvido";"Há 12 dias";17280;271
"276";"Magazine Luiza - Loja Online";"Entrega atrasada e nenhuma informação do paradeiro dos produtos";" Resolvido";"Há 12 dias";17280;272
"277";"Magazine Luiza - Loja Online";"Comprei, Paguei e Não Entregaram";" Resolvido";"Há 12 dias";17280;273
"278";"Magazine Luiza - Loja Online";"Valor anunciado no Site é diferente do valor cobrado no Cartão";" Resolvido";"Há 12 dias";17280;274
"279";"Magazine Luiza - Loja Online";"CANCELAMENTO E DEMORA NA DEVOLUÇÃO DO VALOR PAGO";" Resolvido";"Há 12 dias";17280;275
"280";"Magazine Luiza - Loja Online";"ALBUNS DA COPA CAPA DURA PRATA COM MAIS DE 15 DIAS SEM SER SEPARADO";" Resolvido";"Há 12 dias";17280;276
"281";"Magazine Luiza - Loja Online";"Entrega atrasada. Dois prazos de entrega não cumpridos. Prazo para resolução não cumprido.";" Resolvido";"Há 12 dias";17280;277
"282";"Magazine Luiza - Loja Online";"Aguardo codigo para devolucao";" Resolvido";"Há 12 dias";17280;278
"283";"Magazine Luiza - Loja Online";"Reembolso de cancelamento pendente.";" Resolvido";"Há 12 dias";17280;279
"284";"Magazine Luiza - Loja Online";"Cancelei o pedido a mais de um mês e ainda não tive o valor reembolsado ";" Resolvido";"Há 12 dias";17280;280
"285";"Magazine Luiza - Loja Online";"Demora no cancelamento";" Resolvido";"Há 12 dias";17280;281
"286";"Magazine Luiza - Loja Online";"Entrega atrasada ";" Resolvido";"Há 12 dias";17280;282
"287";"Magazine Luiza - Loja Online";"Pedido com pagamento não confirmado";" Resolvido";"Há 12 dias";17280;283
"288";"Magazine Luiza - Loja Online";"PRODUTO DIVERSO DO VISUALIZADO NO SITE";" Não resolvido";"Há 12 dias";17280;284
"289";"Magazine Luiza - Loja Online";"Muitos e-mails conta inativa";" Resolvido";"Há 12 dias";17280;285
"290";"Magazine Luiza - Loja Online";"Comprei um produto e enviaram outro";" Resolvido";"Há 12 dias";17280;286
"291";"Magazine Luiza - Loja Online";"Embalagens veio violada";" Não resolvido";"Há 12 dias";17280;287
"292";"Magazine Luiza - Loja Online";"Produto enganoso";" Resolvido";"Há 12 dias";17280;288
"293";"Magazine Luiza - Loja Online";"Falta de Respeito com o cliente";" Resolvido";"Há 12 dias";17280;289
"294";"Magazine Luiza - Loja Online";"Atraso de pedido ";" Resolvido";"Há 12 dias";17280;290
"295";"Magazine Luiza - Loja Online";"Entrega atrasada, com mudança de data e não recebimento";" Resolvido";"Há 12 dias";17280;291
"296";"Magazine Luiza - Loja Online";"Quero o cancelamento e o estorno";" Resolvido";"Há 12 dias";17280;292
"297";"Magazine Luiza - Loja Online";"Entrega não realizada no prazo, prejuízo ";" Resolvido";"Há 12 dias";17280;293
"298";"Magazine Luiza - Loja Online";"Não existe parcelamento em 24x sem juros pelo Cartão Luiza conforme anunciado ao pedir cartão";" Não resolvido";"Há 12 dias";17280;294
"299";"Magazine Luiza - Loja Online";"compra cancelada pela propria loja ";" Resolvido";"Há 12 dias";17280;295
"300";"Magazine Luiza - Loja Online";"Status Não Atualiza";" Resolvido";"Há 12 dias";17280;296
"301";"Magazine Luiza - Loja Online";"Entrega de item que veio faltando";" Resolvido";"Há 12 dias";17280;297
"302";"Magazine Luiza - Loja Online";"Cupom não funciona ";" Resolvido";"Há 12 dias";17280;298
"303";"Magazine Luiza - Loja Online";"PEDIDO VEIO QUEBRADO";" Resolvido";"Há 12 dias";17280;299
"304";"Magazine Luiza - Loja Online";"CANCELAMENTO DE COMPRA";" Resolvido";"Há 12 dias";17280;300
"305";"Magazine Luiza - Loja Online";"Não recebi reembolso ";" Resolvido";"Há 12 dias";17280;301
"306";"Magazine Luiza - Loja Online";"COMPREI e AINDA NÃO RECEBI";" Resolvido";"Há 12 dias";17280;302
"307";"Magazine Luiza - Loja Online";"Magazine luiza desrespeita cliente";" Resolvido";"Há 12 dias";17280;303
"308";"Magazine Luiza - Loja Online";"Reembolso do valor pago nos produtos";" Resolvido";"Há 12 dias";17280;304
"309";"Magazine Luiza - Loja Online";"Aplicativo dando erro";" Resolvido";"Há 12 dias";17280;305
"310";"Magazine Luiza - Loja Online";"Vale compra indisponível ";" Resolvido";"Há 12 dias";17280;306
"311";"Magazine Luiza - Loja Online";"PRODUTO FALSIFICADO";" Não resolvido";"Há 11 dias";15840;307
"312";"Magazine Luiza - Loja Online";"Pedido CANCELADO pelo MAGALU";" Resolvido";"Há 11 dias";15840;308
"313";"Magazine Luiza - Loja Online";"Pedido não chega ";" Resolvido";"Há 11 dias";15840;309
"314";"Magazine Luiza - Loja Online";"Enviaram o produto errado";" Não resolvido";"Há 11 dias";15840;310
"315";"Magazine Luiza - Loja Online";"PRAZO DE ENTREGA DIFERENTE DO ANÚNCIO";" Resolvido";"Há 11 dias";15840;311
"316";"Magazine Luiza - Loja Online";"Estornar, no mês  seguinte pago de novo.";" Resolvido";"Há 11 dias";15840;312
"317";"Magazine Luiza - Loja Online";"O pedido que nunca chegou e foi cobrado";" Resolvido";"Há 11 dias";15840;313
"318";"Magazine Luiza - Loja Online";"Entrega atrasada";" Resolvido";"Há 11 dias";15840;314
"319";"Magazine Luiza - Loja Online";"O site não permite dar continuidade ao processo de troca";" Resolvido";"Há 12 dias";17280;315
"320";"Magazine Luiza - Loja Online";"Magalu  péssimo pós venda ";" Não resolvido";"Há 12 dias";17280;316
"321";"Magazine Luiza - Loja Online";"fogao atrasado";" Resolvido";"Há 11 dias";15840;317
"322";"Magazine Luiza - Loja Online";"COMPRA DE UM PRODUTO DITO COMO NOVO, MAS É ENVIADO UM PRODUTO USADO";" Resolvido";"Há 11 dias";15840;318
"323";"Magazine Luiza - Loja Online";"Estorno do cancelamento ";" Resolvido";"Há 11 dias";15840;319
"324";"Magazine Luiza - Loja Online";"CANCELAMENTO";" Resolvido";"Há 11 dias";15840;320
"325";"Magazine Luiza - Loja Online";"Fiz um pedido de 2 jogos de Taças para Gin 570ml 6 peças - Rojemac + BOHEMIA, porém chegou até mim 2 jogos de taças de vinho, pedi para realizar a troca ou devolver o produto dentro do prazo dos 7 dias e até hoje não tive nenhum retorno, o prazo era de 2 ";" Resolvido";"Há 11 dias";15840;321
"326";"Magazine Luiza - Loja Online";"Entrega atrasada e não consigo saber sobre o produto ";" Resolvido";"Há 11 dias";15840;322
"327";"Magazine Luiza - Loja Online";"Maior [editado_RA] comprar no Magalu com loja parceira";" Não resolvido";"Há 11 dias";15840;323
"328";"Magazine Luiza - Loja Online";"Produto veio quebrado e não recolhem o mesmo nem devolvem meu dinheiro";" Resolvido";"Há 11 dias";15840;324
"329";"Magazine Luiza - Loja Online";"SOFÁ DESCARTÁVEL E PERIGOSO !!!";" Não resolvido";"Há 11 dias";15840;325
"330";"Magazine Luiza - Loja Online";"Produto de péssima qualidade";" Resolvido";"Há 11 dias";15840;326
"331";"Magazine Luiza - Loja Online";"Cancelamento ";" Resolvido";"Há 10 dias";14400;327
"332";"Magazine Luiza - Loja Online";"Compra muito demorada";" Resolvido";"Há 10 dias";14400;328
"333";"Magazine Luiza - Loja Online";"VENDEDOR NÃO DESPACHA ";" Resolvido";"Há 10 dias";14400;329
"334";"Magazine Luiza - Loja Online";"Mal Atendimento ";" Resolvido";"Há 10 dias";14400;330
"335";"Magazine Luiza - Loja Online";"Tv uma porcaria que APP mão mostra";" Resolvido";"Há 10 dias";14400;331
"336";"Magazine Luiza - Loja Online";"Problemas com entrega do produto e cancelamento";" Resolvido";"Há 10 dias";14400;332
"337";"Magazine Luiza - Loja Online";"Cancelamento de Pedido 1173870373249106";" Resolvido";"Há 10 dias";14400;333
"338";"Magazine Luiza - Loja Online";"PAGAMENTO APROVADO E CANCELADO SEM NOTIFICAÇÃO ";" Resolvido";"Há 11 dias";15840;334
"339";"Magazine Luiza - Loja Online";"Não cumprem o prazo de entrega!";" Resolvido";"Há 11 dias";15840;335
"340";"Magazine Luiza - Loja Online";"Tomada queimada";" Resolvido";"Há 11 dias";15840;336
"341";"Magazine Luiza - Loja Online";"Preparando Pedido ";" Resolvido";"Há 10 dias";14400;337
"342";"Magazine Luiza - Loja Online";"Compra cancelada pela Livelo - Não cumprimento da oferta";" Não resolvido";"Há 10 dias";14400;338
"343";"Magazine Luiza - Loja Online";"Devolução ";" Resolvido";"Há 10 dias";14400;339
"344";"Magazine Luiza - Loja Online";"Não entregam meu pedido muito atrasado ";" Resolvido";"Há 10 dias";14400;340
"345";"Magazine Luiza - Loja Online";"Não recebi o produto ";" Resolvido";"Há 10 dias";14400;341
"346";"Magazine Luiza - Loja Online";"Falha na entrega";" Resolvido";"Há 10 dias";14400;342
"347";"Magazine Luiza - Loja Online";"Super atraso na entrega ";" Resolvido";"Há 10 dias";14400;343
"348";"Magazine Luiza - Loja Online";"Propaganda enganosa ";" Não resolvido";"Há 10 dias";14400;344
"349";"Magazine Luiza - Loja Online";"SITE FALSO vendasvirtualmagalu.com";" Resolvido";"Há 10 dias";14400;345
"350";"Magazine Luiza - Loja Online";"Celular Nokia 110 com defeito";" Resolvido";"Há 10 dias";14400;346
"351";"Magazine Luiza - Loja Online";"Entrega atrasada ";" Resolvido";"Há 9 dias";12960;347
"352";"Magazine Luiza - Loja Online";"Comprei no Kabum através do Magalu e não tenho resposta";" Não resolvido";"Há 9 dias";12960;348
"353";"Magazine Luiza - Loja Online";"Tv estraviada ";" Resolvido";"Há 9 dias";12960;349
"354";"Magazine Luiza - Loja Online";"Não entregaram meus produtos e ainda não estornar meu dinheiro ";" Resolvido";"Há 9 dias";12960;350
"355";"Magazine Luiza - Loja Online";"Cancelei e ainda não recebi";" Resolvido";"Há 9 dias";12960;351
"356";"Magazine Luiza - Loja Online";"Não recebi reembolso";" Resolvido";"Há 9 dias";12960;352
"357";"Magazine Luiza - Loja Online";"Cancelamento devolução";" Resolvido";"Há 9 dias";12960;353
"358";"Magazine Luiza - Loja Online";"Troquei o produto e não recebi meu dinheiro ou produto de volta";" Resolvido";"Há 9 dias";12960;354
"359";"Magazine Luiza - Loja Online";"não realizou a entrega ";" Resolvido";"Há 9 dias";12960;355
"360";"Magazine Luiza - Loja Online";"Prazo não cumprido";" Resolvido";"Há 9 dias";12960;356
"361";"Magazine Luiza - Loja Online";"Defeito do Produto na Garantia";" Resolvido";"Há 9 dias";12960;357
"362";"Magazine Luiza - Loja Online";"Propagando enganosa ";" Resolvido";"Há 9 dias";12960;358
"363";"Magazine Luiza - Loja Online";"Atraso em Entrega";" Resolvido";"Há 9 dias";12960;359
"364";"Magazine Luiza - Loja Online";"Magazine Luiza sem CREDIBILIDADE";" Resolvido";"Há 9 dias";12960;360
"365";"Magazine Luiza - Loja Online";"NÃO FAÇAM LISTA DE CASAMENTO ";" Não resolvido";"Há 9 dias";12960;361
"366";"Magazine Luiza - Loja Online";"O produto não chega";" Resolvido";"Há 9 dias";12960;362
"367";"Magazine Luiza - Loja Online";"Pedido não entregue e demora para liberar meu vale-compra";" Resolvido";"Há 9 dias";12960;363
"368";"Magazine Luiza - Loja Online";"Pedido aprovado foi cancelado pelo vendedor";" Resolvido";"Há 9 dias";12960;364
"369";"Magazine Luiza - Loja Online";"Demora ";" Resolvido";"Há 9 dias";12960;365
"370";"Magazine Luiza - Loja Online";"Magalupay ";" Resolvido";"Há 9 dias";12960;366
"371";"Magazine Luiza - Loja Online";"Produto danificado ";" Resolvido";"Há 9 dias";12960;367
"372";"Magazine Luiza - Loja Online";"Reembolso";" Resolvido";"Há 9 dias";12960;368
"373";"Magazine Luiza - Loja Online";"A peça de ferro que levanta o baú esta com pressão ";" Resolvido";"Há 9 dias";12960;369
"374";"Magazine Luiza - Loja Online";"Fui enganado ";" Resolvido";"Há 9 dias";12960;370
"375";"Magazine Luiza - Loja Online";"Estorno do produto devolvido não recebido ";" Resolvido";"Há 9 dias";12960;371
"376";"Magazine Luiza - Loja Online";"Não cancelaram e não entregou";" Resolvido";"Há 9 dias";12960;372
"377";"Magazine Luiza - Loja Online";"Difícil devolução do pedido ";" Resolvido";"Há 9 dias";12960;373
"378";"Magazine Luiza - Loja Online";"Produto diferente enviado";" Resolvido";"Há 9 dias";12960;374
"379";"Magazine Luiza - Loja Online";"Pedido parado a 10 dias";" Resolvido";"Há 9 dias";12960;375
"380";"Magazine Luiza - Loja Online";"Pouco caso";" Não resolvido";"Há 9 dias";12960;376
"381";"Magazine Luiza - Loja Online";"Estorno";" Resolvido";"Há 9 dias";12960;377
"382";"Magazine Luiza - Loja Online";"Atraso na entrega";" Não resolvido";"Há 9 dias";12960;378
"383";"Magazine Luiza - Loja Online";"tenis asics masculino comprei a pouco tempo e já está rasgando ";" Resolvido";"Há 9 dias";12960;379
"384";"Magazine Luiza - Loja Online";"Comprei, veio errado e quero devolver.";" Resolvido";"Há 9 dias";12960;380
"385";"Magazine Luiza - Loja Online";"MAGAZINE LUIZA DISSE QUE ENTREGOU, MAS NÃO RECEBI TV";" Resolvido";"Há 9 dias";12960;381
"386";"Magazine Luiza - Loja Online";"Produto não entregue ";" Resolvido";"Há 9 dias";12960;382
"387";"Magazine Luiza - Loja Online";"Eles alegam que entregaram o produto em casa, porém não recebi ainda. ";" Resolvido";"Há 9 dias";12960;383
"388";"Magazine Luiza - Loja Online";"Poltrona chegou com o tecido rasgado e o pé quebrado";" Resolvido";"Há 9 dias";12960;384
"389";"Magazine Luiza - Loja Online";"TROCA NÃO CONCLUÍDA";" Resolvido";"Há 9 dias";12960;385
"390";"Magazine Luiza - Loja Online";"Produto não entregue ";" Não resolvido";"Há 9 dias";12960;386
"391";"Magazine Luiza - Loja Online";"Produto comprado a pouco mais de 1 mês apresentou defeito";" Resolvido";"Há 9 dias";12960;387
"392";"Magazine Luiza - Loja Online";"Comprei uma Tv 24 , pela empresa Obabox Oficial, em parceria com A MAgalu";" Resolvido";"Há 9 dias";12960;388
"393";"Magazine Luiza - Loja Online";"Não recebi ainda cashback MAGALU através do MELIUZ.";" Resolvido";"Há 9 dias";12960;389
"394";"Magazine Luiza - Loja Online";"Pedido não entregue( eu estava em casa ) LOG BEE , Transportadora Log Sp Abc";" Resolvido";"Há 9 dias";12960;390
"395";"Magazine Luiza - Loja Online";"Atraso na entrega e cancelamento indevido.";" Não resolvido";"Há 9 dias";12960;391
"396";"Magazine Luiza - Loja Online";"CAIU DE MAIS A QUALIDADE DE ATENDIMENTO AO CLIENTE ";" Resolvido";"Há 9 dias";12960;392
"397";"Magazine Luiza - Loja Online";"Não recebo resposta sobre o cancelamento e devolução de mercadoria ";" Resolvido";"Há 9 dias";12960;393
"398";"Magazine Luiza - Loja Online";"Fone de Ouvido sem Fio Philips TAH1205BK/00 Bluetooth Preto";" Resolvido";"Há 9 dias";12960;394
"399";"Magazine Luiza - Loja Online";"Envio de Ofício";" Resolvido";"Há 9 dias";12960;395
"400";"Magazine Luiza - Loja Online";"Entrega não realizada como previsto";" Resolvido";"Há 9 dias";12960;396
"401";"Magazine Luiza - Loja Online";"Entrega atrasada ,descumprimento de direito!";" Resolvido";"Há 9 dias";12960;397
"402";"Magazine Luiza - Loja Online";"Perda do benefício CLIENTE OURO";" Não resolvido";"Há 9 dias";12960;398
"403";"Magazine Luiza - Loja Online";"Comentário de avaliação de produto com nome completo";" Resolvido";"Há 9 dias";12960;399
"404";"Magazine Luiza - Loja Online";"Comprei e não recebi";" Resolvido";"Há 9 dias";12960;400
"405";"Magazine Luiza - Loja Online";"CADE MEU VALE COMPRAS ????";" Resolvido";"Há 9 dias";12960;401
"406";"Magazine Luiza - Loja Online";"Compra atrasada cancelada sem autorização ";" Resolvido";"Há 9 dias";12960;402
"407";"Magazine Luiza - Loja Online";"atraso na entrega ";" Resolvido";"Há 9 dias";12960;403
"408";"Magazine Luiza - Loja Online";"Entrega não funciona ";" Resolvido";"Há 9 dias";12960;404
"409";"Magazine Luiza - Loja Online";"Mercadoria retida pela fiscalização e transportadora incomunicável ";" Resolvido";"Há 9 dias";12960;405
"410";"Magazine Luiza - Loja Online";"Fiz uma compra pela internet , paguei no pix e não recebi ";" Não resolvido";"Há 9 dias";12960;406
"411";"Magazine Luiza - Loja Online";"Enviaram outro produto!";" Resolvido";"Há 9 dias";12960;407
"412";"Magazine Luiza - Loja Online";"[editado_RA]";" Resolvido";"Há 9 dias";12960;408
"413";"Magazine Luiza - Loja Online";"Entrega atrasada ! ";" Resolvido";"Há 9 dias";12960;409
"414";"Magazine Luiza - Loja Online";"Air fryer Nell Tomada pegando fogo";" Resolvido";"Há 9 dias";12960;410
"415";"Magazine Luiza - Loja Online";"Quero o reembolso ";" Resolvido";"Há 9 dias";12960;411
"416";"Magazine Luiza - Loja Online";"Compra efetuada e produto não entregue";" Resolvido";"Há 9 dias";12960;412
"417";"Magazine Luiza - Loja Online";"pedido nao entregue";" Não resolvido";"Há 9 dias";12960;413
"418";"Magazine Luiza - Loja Online";"Não consigo comprar pelo APP";" Resolvido";"Há 9 dias";12960;414
"419";"Magazine Luiza - Loja Online";"Entrega atrasada sem retorno";" Resolvido";"Há 9 dias";12960;415
"420";"Magazine Luiza - Loja Online";"Demora no cancelamento ";" Resolvido";"Há 9 dias";12960;416
"421";"Magazine Luiza - Loja Online";"Ainda não recebi o produto";" Resolvido";"Há 8 dias";11520;417
"422";"Magazine Luiza - Loja Online";"Não devolveu o valor correto no estorno";" Resolvido";"Há 8 dias";11520;418
"423";"Magazine Luiza - Loja Online";"Propaganda enganosa ";" Resolvido";"Há 8 dias";11520;419
"424";"Magazine Luiza - Loja Online";"Produto com defeito, demora na troca";" Resolvido";"Há 8 dias";11520;420
"425";"Magazine Luiza - Loja Online";"Comprei e não recebi.";" Resolvido";"Há 8 dias";11520;421
"426";"Magazine Luiza - Loja Online";"Rádio não está funcionando ";" Resolvido";"Há 8 dias";11520;422
"427";"Magazine Luiza - Loja Online";"Tristeza!";" Resolvido";"Há 9 dias";12960;423
"428";"Magazine Luiza - Loja Online";"Relógio nao funciona";" Resolvido";"Há 9 dias";12960;424
"429";"Magazine Luiza - Loja Online";"Aguardando Aprovação";" Resolvido";"Há 9 dias";12960;425
"430";"Magazine Luiza - Loja Online";"Reembolso ";" Resolvido";"Há 9 dias";12960;426
"431";"Magazine Luiza - Loja Online";"Logística reversa e pós venda imprestáveis da ";" Resolvido";"Há 8 dias";11520;427
"432";"Magazine Luiza - Loja Online";"PRODUTO ATRASADO E IMPOSSIBILIDADE DE FALAR COM O MAGAZINE LUIZA";" Resolvido";"Há 8 dias";11520;428
"433";"Magazine Luiza - Loja Online";"Esperando mais de um mês para receber o reembolso da empresa referente a um item faltante";" Resolvido";"Há 8 dias";11520;429
"434";"Magazine Luiza - Loja Online";"PEDIDO DE REEMBOLSO";" Resolvido";"Há 8 dias";11520;430
"435";"Magazine Luiza - Loja Online";"Atrasa na Entrega";" Resolvido";"Há 8 dias";11520;431
"436";"Magazine Luiza - Loja Online";"Pedido foi cancelado ";" Resolvido";"Há 8 dias";11520;432
"437";"Magazine Luiza - Loja Online";"Solicitei retirada na loja e não liberaram.";" Não resolvido";"Há 8 dias";11520;433
"438";"Magazine Luiza - Loja Online";"Magazine Luiza perdida";" Resolvido";"Há 8 dias";11520;434
"439";"Magazine Luiza - Loja Online";"Compra cancelada";" Resolvido";"Há 8 dias";11520;435
"440";"Magazine Luiza - Loja Online";"Desprezo e falta de atenção na entrega do produto";" Resolvido";"Há 8 dias";11520;436
"441";"Magazine Luiza - Loja Online";"Fiz uma compra Bandagem Atadura Elastica, vendido pela ORTHO VIDA através da Magazine Luiza";" Resolvido";"Há 8 dias";11520;437
"442";"Magazine Luiza - Loja Online";"[editado_RA] de um parceiro Magalu";" Não resolvido";"Há 8 dias";11520;438
"443";"Magazine Luiza - Loja Online";"Pedido não entregue ";" Resolvido";"Há 8 dias";11520;439
"444";"Magazine Luiza - Loja Online";"Produto atrasado";" Resolvido";"Há 8 dias";11520;440
"445";"Magazine Luiza - Loja Online";"CANCELARAM MEU PEDIDO ";" Resolvido";"Há 8 dias";11520;441
"446";"Magazine Luiza - Loja Online";"Colchão rasgado ";" Resolvido";"Há 8 dias";11520;442
"447";"Magazine Luiza - Loja Online";"Entrega atrasada e cancelamento do pedido ";" Resolvido";"Há 8 dias";11520;443
"448";"Magazine Luiza - Loja Online";"PEDIDO CANCELADO, COM STATUS DE ENTREGUE E ESTORNO NÃO REALIZADO";" Resolvido";"Há 8 dias";11520;444
"449";"Magazine Luiza - Loja Online";"MAGAZINE LUIZA não respeita o prazo de 7 dias de arrependimento do CDC";" Resolvido";"Há 8 dias";11520;445
"450";"Magazine Luiza - Loja Online";"NÃO ENTREGAM UM PRODUTO ,AGEM DE[editado_RA] ";" Resolvido";"Há 8 dias";11520;446
"451";"Magazine Luiza - Loja Online";"Cancelamento ";" Resolvido";"Há 8 dias";11520;447
"452";"Magazine Luiza - Loja Online";"Não recebi mei reembolso";" Resolvido";"Há 8 dias";11520;448
"453";"Magazine Luiza - Loja Online";"Problemas com reembolso";" Resolvido";"Há 8 dias";11520;449
"454";"Magazine Luiza - Loja Online";"Produto com defeito, sem assistência";" Resolvido";"Há 8 dias";11520;450
"455";"Magazine Luiza - Loja Online";"Cancelamento de venda ";" Resolvido";"Há 8 dias";11520;451
"456";"Magazine Luiza - Loja Online";"Não pude comprar no app conforme anúncio.";" Não resolvido";"Há 8 dias";11520;452
"457";"Magazine Luiza - Loja Online";"ENTREGA ATRASADA HÁ MAIS DE 10 DIAS - NINGUÉM DÁ RETORNO";" Resolvido";"Há 8 dias";11520;453
"458";"Magazine Luiza - Loja Online";"Empresa sem palavra";" Resolvido";"Há 8 dias";11520;454
"459";"Magazine Luiza - Loja Online";"Entrega atrasada não recebida";" Resolvido";"Há 8 dias";11520;455
"460";"Magazine Luiza - Loja Online";"Não devolvem o dinheiro";" Não resolvido";"Há 8 dias";11520;456
"461";"Magazine Luiza - Loja Online";"PRAZO DE REEMBOLSO DEMORADO APOS DEVOLUÇÃO DO PRODUTO";" Resolvido";"Há 8 dias";11520;457
"462";"Magazine Luiza - Loja Online";"Não recebi o produto ";" Resolvido";"Há 8 dias";11520;458
"464";"Magazine Luiza - Loja Online";"COMPREI PELA MAGALU DISSERAM QUE IRA SER ENTREGUE POR MAGALU MAIS QUEM PEGOU PARA FAZER ENTREGA FOI O CORREIOS QUE NAO PROCURA O ENDEREÇO CERTO E NEM SE QUER LIGA SE NAO ENCONTRAR O ENDEREÇO CAUSANDO MAIOR CONFUSAO AO CLIENTE QUE ESTA PRECISANDO DO PRODUT";" Não resolvido";"Há 8 dias";11520;459
"465";"Magazine Luiza - Loja Online";"Nota fiscal do pedido não emitida e sem envio para entrega";" Resolvido";"Há 8 dias";11520;460
"466";"Magazine Luiza - Loja Online";"Garantia estendida nao atendida";" Resolvido";"Há 8 dias";11520;461
"467";"Magazine Luiza - Loja Online";"1jogo de armário de aço";" Resolvido";"Há 8 dias";11520;462
"468";"Magazine Luiza - Loja Online";"Propaganda Enganosa";" Resolvido";"Há 8 dias";11520;463
"469";"Magazine Luiza - Loja Online";"pedido cancelado sem aviso";" Resolvido";"Há 8 dias";11520;464
"470";"Magazine Luiza - Loja Online";"SITE FALSO - vendasviirtualbr.com";" Resolvido";"Há 8 dias";11520;465
"471";"Magazine Luiza - Loja Online";"Quero cancelar o pedido";" Resolvido";"Há 7 dias";10080;466
"472";"Magazine Luiza - Loja Online";"estorno não resolvido";" Não resolvido";"Há 7 dias";10080;467
"473";"Magazine Luiza - Loja Online";"Demora no processamento compra ";" Resolvido";"Há 7 dias";10080;468
"474";"Magazine Luiza - Loja Online";"[editado_RA] ?";" Resolvido";"Há 7 dias";10080;469
"475";"Magazine Luiza - Loja Online";"ENTREGA ATRASADA";" Resolvido";"Há 7 dias";10080;470
"476";"Magazine Luiza - Loja Online";"Dovolvi o produto e não me devolveram meu dinheiro.";" Resolvido";"Há 7 dias";10080;471
"477";"Magazine Luiza - Loja Online";"O prazo para resposta a solicitação de cancelamento do pedido não atendido e permaneco sem resposta ";" Resolvido";"Há 7 dias";10080;472
"478";"Magazine Luiza - Loja Online";"Tentativa de troca produto defeituoso e nunca tenho resposta. Faz 2 meses";" Resolvido";"Há 7 dias";10080;473
"479";"Magazine Luiza - Loja Online";"Pedido atrasado 14 dias.";" Resolvido";"Há 7 dias";10080;474
